SKU,Tamanho_Pedido,Loja,Data_da_Venda,Marca,Preco
HL1002,03,Nova Iguacu,20181010,Apple,2500
HL1018,03,Fortaleza,20181010,Xiaomi,1200
HL1023,01,Belo Horizonte,20181010,Samsung,1500
HL1022,01,Salvador,20181010,Apple,750
HL1019,04,Sao Paulo,20181010,Apple,6500
HL1001,01,Recife,20181010,LG,2600
HL1001,05,Niteroi,20181010,LG,2600
HL1005,04,Sao Paulo,20181010,Canon,1500
HL1007,03,Sao Paulo,20181010,Dell,2300
HL1009,02,Curitiba,20181010,Motorola,1400
HL1018,01,Rio de Janeiro,20181010,Xiaomi,1200
HL1009,04,Salvador,20181010,Motorola,1400
HL1005,01,Guarulhos,20181010,Canon,1500
HL1007,04,Fortaleza,20181010,Dell,2300
HL1020,02,Sao Paulo,20181010,Motorola,1500
HL1005,04,Campinas,20181010,Canon,1500
HL1008,01,Fortaleza,20181011,Philco,2000
HL1020,03,Sao Paulo,20181011,Motorola,1500
HL1005,02,Sao Paulo,20181011,Canon,1500
HL1019,04,Rio de Janeiro,20181011,Apple,6500
HL1024,02,Sao Paulo,20181011,Acer,2400
HL1001,01,Rio de Janeiro,20181011,LG,2600
HL1008,05,Salvador,20181011,Philco,2000
HL1005,02,Sao Paulo,20181011,Canon,1500
HL1010,01,Sao Paulo,20181011,Apple,1900
HL1002,03,Recife,20181011,Apple,2500
HL1008,04,Guarulhos,20181011,Philco,2000
HL1020,02,Niteroi,20181011,Motorola,1500
HL1021,03,Recife,20181011,Samsung,3000
HL1017,03,Campinas,20181011,Samsung,5200
HL1018,04,Recife,20181011,Xiaomi,1200
HL1014,04,Belo Horizonte,20181011,Samsung,1100
HL1016,05,Recife,20181011,Samsung,1450
HL1010,05,Belo Horizonte,20181011,Apple,1900
HL1007,04,Nova Iguacu,20181011,Dell,2300
HL1023,03,Sao Paulo,20181011,Samsung,1500
HL1002,03,Rio de Janeiro,20181011,Apple,2500
HL1009,02,Belo Horizonte,20181011,Motorola,1400
HL1009,05,Sao Paulo,20181011,Motorola,1400
HL1023,04,Fortaleza,20181012,Samsung,1500
HL1008,04,Recife,20181012,Philco,2000
HL1023,01,Fortaleza,20181012,Samsung,1500
HL1015,05,Recife,20181012,Sony,700
HL1012,05,Recife,20181012,Dell,5500
HL1014,01,Salvador,20181012,Samsung,1100
HL1013,05,Rio de Janeiro,20181012,Nikon,1550
HL1005,03,Rio de Janeiro,20181012,Canon,1500
HL1014,02,Sao Paulo,20181012,Samsung,1100
HL1017,03,Sao Paulo,20181012,Samsung,5200
HL1021,05,Campinas,20181012,Samsung,3000
HL1018,02,Recife,20181012,Xiaomi,1200
HL1010,01,Curitiba,20181012,Apple,1900
HL1009,04,Belo Horizonte,20181012,Motorola,1400
HL1008,04,Sao Paulo,20181012,Philco,2000
HL1021,02,Curitiba,20181012,Samsung,3000
HL1018,04,Fortaleza,20181012,Xiaomi,1200
HL1018,05,Guarulhos,20181012,Xiaomi,1200
HL1024,04,Sao Paulo,20181012,Acer,2400
HL1008,05,Rio de Janeiro,20181012,Philco,2000
HL1015,03,Guarulhos,20181012,Sony,700
HL1007,05,Sao Paulo,20181012,Dell,2300
HL1003,02,Salvador,20181012,Samsung,4500
HL1012,01,Fortaleza,20181013,Dell,5500
HL1007,03,Recife,20181013,Dell,2300
HL1012,02,Guarulhos,20181013,Dell,5500
HL1019,02,Curitiba,20181013,Apple,6500
HL1002,01,Sao Paulo,20181013,Apple,2500
HL1003,05,Guarulhos,20181013,Samsung,4500
HL1021,05,Niteroi,20181013,Samsung,3000
HL1001,04,Curitiba,20181013,LG,2600
HL1024,04,Sao Paulo,20181013,Acer,2400
HL1009,03,Curitiba,20181013,Motorola,1400
HL1021,04,Guarulhos,20181013,Samsung,3000
HL1021,01,Sao Paulo,20181013,Samsung,3000
HL1008,03,Rio de Janeiro,20181013,Philco,2000
HL1018,05,Porto Alegre,20181013,Xiaomi,1200
HL1015,03,Recife,20181013,Sony,700
HL1023,04,Fortaleza,20181013,Samsung,1500
HL1010,05,Fortaleza,20181013,Apple,1900
HL1020,02,Nova Iguacu,20181013,Motorola,1500
HL1008,01,Fortaleza,20181013,Philco,2000
HL1007,05,Rio de Janeiro,20181013,Dell,2300
HL1008,03,Sao Paulo,20181013,Philco,2000
HL1022,03,Nova Iguacu,20181013,Apple,750
HL1018,01,Rio de Janeiro,20181013,Xiaomi,1200
HL1015,03,Salvador,20181013,Sony,700
HL1015,05,Salvador,20181013,Sony,700
HL1018,05,Sao Paulo,20181013,Xiaomi,1200
HL1005,01,Recife,20181013,Canon,1500
HL1005,05,Guarulhos,20181013,Canon,1500
HL1023,04,Sao Paulo,20181013,Samsung,1500
HL1009,05,Salvador,20181013,Motorola,1400
HL1008,05,Belo Horizonte,20181014,Philco,2000
HL1004,03,Niteroi,20181014,Apple,1750
HL1019,03,Fortaleza,20181014,Apple,6500
HL1008,03,Curitiba,20181014,Philco,2000
HL1006,04,Fortaleza,20181014,Samsung,1400
HL1020,03,Curitiba,20181014,Motorola,1500
HL1007,03,Belo Horizonte,20181014,Dell,2300
HL1001,02,Rio de Janeiro,20181014,LG,2600
HL1006,01,Sao Paulo,20181014,Samsung,1400
HL1003,05,Sao Paulo,20181014,Samsung,4500
HL1015,05,Nova Iguacu,20181014,Sony,700
HL1004,01,Salvador,20181014,Apple,1750
HL1007,05,Salvador,20181014,Dell,2300
HL1020,01,Recife,20181014,Motorola,1500
HL1007,05,Porto Alegre,20181014,Dell,2300
HL1005,02,Recife,20181014,Canon,1500
HL1019,02,Porto Alegre,20181014,Apple,6500
HL1005,04,Fortaleza,20181014,Canon,1500
HL1020,01,Fortaleza,20181014,Motorola,1500
HL1015,01,Rio de Janeiro,20181014,Sony,700
HL1011,01,Belo Horizonte,20181015,Samsung,2000
HL1001,02,Fortaleza,20181015,LG,2600
HL1019,02,Campinas,20181015,Apple,6500
HL1024,01,Nova Iguacu,20181015,Acer,2400
HL1002,04,Curitiba,20181015,Apple,2500
HL1009,03,Niteroi,20181015,Motorola,1400
HL1005,03,Goiania,20181015,Canon,1500
HL1018,02,Curitiba,20181015,Xiaomi,1200
HL1015,04,Nova Iguacu,20181015,Sony,700
HL1013,05,Salvador,20181015,Nikon,1550
HL1019,05,Recife,20181015,Apple,6500
HL1024,04,Recife,20181015,Acer,2400
HL1018,01,Fortaleza,20181015,Xiaomi,1200
HL1001,04,Recife,20181015,LG,2600
HL1015,01,Campinas,20181015,Sony,700
HL1013,02,Sao Paulo,20181015,Nikon,1550
HL1009,03,Rio de Janeiro,20181015,Motorola,1400
HL1007,04,Salvador,20181015,Dell,2300
HL1018,05,Campinas,20181015,Xiaomi,1200
HL1005,01,Nova Iguacu,20181015,Canon,1500
HL1007,02,Sao Paulo,20181015,Dell,2300
HL1020,01,Fortaleza,20181015,Motorola,1500
HL1011,03,Recife,20181016,Samsung,2000
HL1023,03,Niteroi,20181016,Samsung,1500
HL1013,01,Recife,20181016,Nikon,1550
HL1013,04,Fortaleza,20181016,Nikon,1550
HL1001,04,Fortaleza,20181016,LG,2600
HL1014,02,Fortaleza,20181016,Samsung,1100
HL1021,05,Recife,20181016,Samsung,3000
HL1015,05,Porto Alegre,20181016,Sony,700
HL1023,05,Recife,20181016,Samsung,1500
HL1001,02,Nova Iguacu,20181016,LG,2600
HL1001,05,Campinas,20181016,LG,2600
HL1007,04,Sao Paulo,20181016,Dell,2300
HL1009,05,Salvador,20181016,Motorola,1400
HL1018,03,Sao Paulo,20181016,Xiaomi,1200
HL1018,01,Rio de Janeiro,20181016,Xiaomi,1200
HL1002,03,Goiania,20181016,Apple,2500
HL1015,01,Fortaleza,20181016,Sony,700
HL1002,05,Sao Paulo,20181016,Apple,2500
HL1001,03,Curitiba,20181016,LG,2600
HL1001,02,Fortaleza,20181016,LG,2600
HL1002,05,Rio de Janeiro,20181017,Apple,2500
HL1006,04,Sao Paulo,20181017,Samsung,1400
HL1018,05,Belo Horizonte,20181017,Xiaomi,1200
HL1008,02,Niteroi,20181017,Philco,2000
HL1018,02,Rio de Janeiro,20181017,Xiaomi,1200
HL1017,05,Sao Paulo,20181017,Samsung,5200
HL1024,03,Salvador,20181017,Acer,2400
HL1007,01,Salvador,20181017,Dell,2300
HL1015,01,Recife,20181017,Sony,700
HL1015,05,Belo Horizonte,20181017,Sony,700
HL1009,05,Porto Alegre,20181017,Motorola,1400
HL1001,04,Guarulhos,20181017,LG,2600
HL1006,02,Fortaleza,20181017,Samsung,1400
HL1024,01,Porto Alegre,20181017,Acer,2400
HL1008,04,Belo Horizonte,20181017,Philco,2000
HL1020,01,Salvador,20181017,Motorola,1500
HL1021,01,Fortaleza,20181017,Samsung,3000
HL1018,02,Fortaleza,20181017,Xiaomi,1200
HL1023,05,Salvador,20181017,Samsung,1500
HL1001,04,Salvador,20181017,LG,2600
HL1015,03,Sao Paulo,20181017,Sony,700
HL1001,03,Goiania,20181017,LG,2600
HL1005,04,Belo Horizonte,20181018,Canon,1500
HL1018,03,Guarulhos,20181018,Xiaomi,1200
HL1013,05,Rio de Janeiro,20181018,Nikon,1550
HL1018,02,Recife,20181018,Xiaomi,1200
HL1023,04,Belo Horizonte,20181018,Samsung,1500
HL1014,04,Fortaleza,20181018,Samsung,1100
HL1001,01,Rio de Janeiro,20181018,LG,2600
HL1001,03,Sao Paulo,20181018,LG,2600
HL1002,03,Salvador,20181018,Apple,2500
HL1018,01,Rio de Janeiro,20181018,Xiaomi,1200
HL1008,05,Porto Alegre,20181018,Philco,2000
HL1006,04,Sao Paulo,20181018,Samsung,1400
HL1001,05,Nova Iguacu,20181018,LG,2600
HL1019,04,Nova Iguacu,20181018,Apple,6500
HL1009,02,Recife,20181018,Motorola,1400
HL1005,05,Belo Horizonte,20181018,Canon,1500
HL1015,03,Niteroi,20181018,Sony,700
HL1015,05,Rio de Janeiro,20181018,Sony,700
HL1008,01,Campinas,20181018,Philco,2000
HL1007,03,Sao Paulo,20181018,Dell,2300
HL1009,01,Guarulhos,20181018,Motorola,1400
HL1015,01,Nova Iguacu,20181018,Sony,700
HL1018,02,Fortaleza,20181018,Xiaomi,1200
HL1002,04,Goiania,20181019,Apple,2500
HL1009,01,Rio de Janeiro,20181019,Motorola,1400
HL1013,04,Fortaleza,20181019,Nikon,1550
HL1003,05,Sao Paulo,20181019,Samsung,4500
HL1005,02,Sao Paulo,20181019,Canon,1500
HL1002,01,Guarulhos,20181019,Apple,2500
HL1001,05,Salvador,20181019,LG,2600
HL1015,05,Fortaleza,20181019,Sony,700
HL1001,03,Rio de Janeiro,20181019,LG,2600
HL1021,04,Recife,20181019,Samsung,3000
HL1008,04,Curitiba,20181019,Philco,2000
HL1014,01,Rio de Janeiro,20181019,Samsung,1100
HL1013,05,Rio de Janeiro,20181019,Nikon,1550
HL1015,01,Belo Horizonte,20181019,Sony,700
HL1024,03,Recife,20181019,Acer,2400
HL1001,02,Sao Paulo,20181019,LG,2600
HL1005,04,Rio de Janeiro,20181019,Canon,1500
HL1019,02,Porto Alegre,20181019,Apple,6500
HL1024,05,Fortaleza,20181019,Acer,2400
HL1014,04,Curitiba,20181020,Samsung,1100
HL1008,02,Porto Alegre,20181020,Philco,2000
HL1001,04,Guarulhos,20181020,LG,2600
HL1007,05,Rio de Janeiro,20181020,Dell,2300
HL1024,01,Belo Horizonte,20181020,Acer,2400
HL1023,03,Belo Horizonte,20181020,Samsung,1500
HL1007,04,Guarulhos,20181020,Dell,2300
HL1020,05,Sao Paulo,20181020,Motorola,1500
HL1005,04,Sao Paulo,20181020,Canon,1500
HL1024,03,Sao Paulo,20181020,Acer,2400
HL1023,01,Belo Horizonte,20181020,Samsung,1500
HL1004,04,Porto Alegre,20181020,Apple,1750
HL1015,01,Porto Alegre,20181020,Sony,700
HL1008,01,Salvador,20181020,Philco,2000
HL1021,02,Salvador,20181020,Samsung,3000
HL1024,01,Fortaleza,20181020,Acer,2400
HL1023,01,Belo Horizonte,20181020,Samsung,1500
HL1010,05,Niteroi,20181020,Apple,1900
HL1001,04,Campinas,20181020,LG,2600
HL1015,03,Fortaleza,20181020,Sony,700
HL1001,05,Recife,20181020,LG,2600
HL1019,01,Fortaleza,20181020,Apple,6500
HL1019,02,Fortaleza,20181020,Apple,6500
HL1024,01,Fortaleza,20181020,Acer,2400
HL1023,05,Belo Horizonte,20181020,Samsung,1500
HL1007,01,Curitiba,20181020,Dell,2300
HL1001,03,Rio de Janeiro,20181020,LG,2600
HL1001,05,Salvador,20181021,LG,2600
HL1012,05,Niteroi,20181021,Dell,5500
HL1002,05,Fortaleza,20181021,Apple,2500
HL1001,05,Niteroi,20181021,LG,2600
HL1005,04,Recife,20181021,Canon,1500
HL1024,05,Sao Paulo,20181021,Acer,2400
HL1015,05,Recife,20181021,Sony,700
HL1008,05,Goiania,20181021,Philco,2000
HL1018,01,Niteroi,20181021,Xiaomi,1200
HL1007,03,Campinas,20181021,Dell,2300
HL1012,01,Salvador,20181021,Dell,5500
HL1001,03,Sao Paulo,20181021,LG,2600
HL1015,01,Salvador,20181021,Sony,700
HL1005,04,Rio de Janeiro,20181021,Canon,1500
HL1005,03,Salvador,20181021,Canon,1500
HL1007,02,Curitiba,20181021,Dell,2300
HL1007,03,Belo Horizonte,20181021,Dell,2300
HL1009,04,Campinas,20181021,Motorola,1400
HL1007,03,Goiania,20181021,Dell,2300
HL1009,01,Fortaleza,20181021,Motorola,1400
HL1012,01,Fortaleza,20181021,Dell,5500
HL1001,05,Rio de Janeiro,20181021,LG,2600
HL1019,03,Sao Paulo,20181022,Apple,6500
HL1018,05,Porto Alegre,20181022,Xiaomi,1200
HL1009,05,Sao Paulo,20181022,Motorola,1400
HL1001,05,Belo Horizonte,20181022,LG,2600
HL1018,01,Recife,20181022,Xiaomi,1200
HL1005,02,Curitiba,20181022,Canon,1500
HL1003,01,Rio de Janeiro,20181022,Samsung,4500
HL1024,03,Sao Paulo,20181022,Acer,2400
HL1003,02,Fortaleza,20181022,Samsung,4500
HL1001,01,Belo Horizonte,20181022,LG,2600
HL1005,01,Rio de Janeiro,20181022,Canon,1500
HL1010,05,Recife,20181022,Apple,1900
HL1023,05,Nova Iguacu,20181022,Samsung,1500
HL1019,05,Sao Paulo,20181022,Apple,6500
HL1001,05,Salvador,20181022,LG,2600
HL1023,02,Recife,20181022,Samsung,1500
HL1023,01,Curitiba,20181022,Samsung,1500
HL1018,05,Salvador,20181022,Xiaomi,1200
HL1005,02,Sao Paulo,20181022,Canon,1500
HL1019,01,Sao Paulo,20181022,Apple,6500
HL1001,04,Guarulhos,20181022,LG,2600
HL1002,01,Sao Paulo,20181022,Apple,2500
HL1007,04,Rio de Janeiro,20181022,Dell,2300
HL1005,01,Fortaleza,20181022,Canon,1500
HL1018,03,Sao Paulo,20181022,Xiaomi,1200
HL1001,02,Belo Horizonte,20181023,LG,2600
HL1001,01,Curitiba,20181023,LG,2600
HL1023,03,Belo Horizonte,20181023,Samsung,1500
HL1005,03,Salvador,20181023,Canon,1500
HL1018,04,Curitiba,20181023,Xiaomi,1200
HL1008,02,Salvador,20181023,Philco,2000
HL1005,03,Porto Alegre,20181023,Canon,1500
HL1019,05,Sao Paulo,20181023,Apple,6500
HL1005,03,Sao Paulo,20181023,Canon,1500
HL1001,03,Salvador,20181023,LG,2600
HL1008,02,Sao Paulo,20181023,Philco,2000
HL1001,02,Nova Iguacu,20181023,LG,2600
HL1009,03,Belo Horizonte,20181023,Motorola,1400
HL1008,03,Recife,20181023,Philco,2000
HL1009,05,Nova Iguacu,20181023,Motorola,1400
HL1014,01,Rio de Janeiro,20181024,Samsung,1100
HL1024,04,Curitiba,20181024,Acer,2400
HL1015,03,Porto Alegre,20181024,Sony,700
HL1010,02,Recife,20181024,Apple,1900
HL1011,04,Guarulhos,20181024,Samsung,2000
HL1015,02,Sao Paulo,20181024,Sony,700
HL1005,01,Sao Paulo,20181024,Canon,1500
HL1021,04,Rio de Janeiro,20181024,Samsung,3000
HL1020,02,Rio de Janeiro,20181024,Motorola,1500
HL1010,03,Curitiba,20181024,Apple,1900
HL1020,03,Salvador,20181024,Motorola,1500
HL1023,01,Sao Paulo,20181025,Samsung,1500
HL1019,05,Fortaleza,20181025,Apple,6500
HL1015,02,Porto Alegre,20181025,Sony,700
HL1023,04,Belo Horizonte,20181025,Samsung,1500
HL1001,02,Porto Alegre,20181025,LG,2600
HL1001,05,Rio de Janeiro,20181025,LG,2600
HL1023,02,Belo Horizonte,20181025,Samsung,1500
HL1005,04,Salvador,20181025,Canon,1500
HL1020,05,Belo Horizonte,20181025,Motorola,1500
HL1005,03,Recife,20181025,Canon,1500
HL1007,04,Belo Horizonte,20181025,Dell,2300
HL1019,05,Fortaleza,20181025,Apple,6500
HL1015,01,Porto Alegre,20181025,Sony,700
HL1008,02,Curitiba,20181025,Philco,2000
HL1012,03,Campinas,20181025,Dell,5500
HL1015,02,Salvador,20181025,Sony,700
HL1021,02,Salvador,20181025,Samsung,3000
HL1002,01,Sao Paulo,20181025,Apple,2500
HL1001,04,Curitiba,20181025,LG,2600
HL1018,05,Curitiba,20181026,Xiaomi,1200
HL1001,04,Curitiba,20181026,LG,2600
HL1015,04,Sao Paulo,20181026,Sony,700
HL1014,01,Sao Paulo,20181026,Samsung,1100
HL1015,04,Fortaleza,20181026,Sony,700
HL1018,01,Belo Horizonte,20181026,Xiaomi,1200
HL1005,01,Fortaleza,20181026,Canon,1500
HL1007,02,Salvador,20181026,Dell,2300
HL1009,05,Sao Paulo,20181026,Motorola,1400
HL1020,03,Rio de Janeiro,20181026,Motorola,1500
HL1003,05,Guarulhos,20181026,Samsung,4500
HL1021,01,Belo Horizonte,20181026,Samsung,3000
HL1019,04,Sao Paulo,20181026,Apple,6500
HL1005,01,Sao Paulo,20181026,Canon,1500
HL1005,04,Campinas,20181026,Canon,1500
HL1005,05,Guarulhos,20181026,Canon,1500
HL1015,01,Campinas,20181026,Sony,700
HL1001,01,Sao Paulo,20181026,LG,2600
HL1024,05,Fortaleza,20181026,Acer,2400
HL1001,03,Fortaleza,20181026,LG,2600
HL1013,01,Nova Iguacu,20181026,Nikon,1550
HL1008,04,Salvador,20181026,Philco,2000
HL1017,03,Recife,20181026,Samsung,5200
HL1008,05,Fortaleza,20181026,Philco,2000
HL1023,05,Salvador,20181026,Samsung,1500
HL1009,03,Belo Horizonte,20181026,Motorola,1400
HL1005,03,Goiania,20181027,Canon,1500
HL1021,04,Rio de Janeiro,20181027,Samsung,3000
HL1020,03,Fortaleza,20181027,Motorola,1500
HL1011,02,Porto Alegre,20181027,Samsung,2000
HL1008,05,Recife,20181027,Philco,2000
HL1003,05,Fortaleza,20181027,Samsung,4500
HL1001,01,Rio de Janeiro,20181027,LG,2600
HL1002,01,Niteroi,20181027,Apple,2500
HL1002,02,Nova Iguacu,20181027,Apple,2500
HL1015,02,Rio de Janeiro,20181027,Sony,700
HL1023,01,Sao Paulo,20181027,Samsung,1500
HL1003,03,Guarulhos,20181027,Samsung,4500
HL1021,03,Sao Paulo,20181027,Samsung,3000
HL1005,01,Sao Paulo,20181027,Canon,1500
HL1024,01,Salvador,20181027,Acer,2400
HL1015,04,Belo Horizonte,20181027,Sony,700
HL1009,03,Belo Horizonte,20181027,Motorola,1400
HL1005,03,Sao Paulo,20181027,Canon,1500
HL1023,03,Salvador,20181027,Samsung,1500
HL1001,05,Nova Iguacu,20181027,LG,2600
HL1011,02,Sao Paulo,20181027,Samsung,2000
HL1001,02,Salvador,20181028,LG,2600
HL1002,05,Rio de Janeiro,20181028,Apple,2500
HL1010,02,Recife,20181028,Apple,1900
HL1015,04,Campinas,20181028,Sony,700
HL1007,04,Nova Iguacu,20181028,Dell,2300
HL1008,05,Sao Paulo,20181028,Philco,2000
HL1010,04,Guarulhos,20181028,Apple,1900
HL1009,04,Sao Paulo,20181028,Motorola,1400
HL1006,01,Recife,20181028,Samsung,1400
HL1021,03,Sao Paulo,20181028,Samsung,3000
HL1023,01,Goiania,20181028,Samsung,1500
HL1008,05,Recife,20181028,Philco,2000
HL1005,01,Sao Paulo,20181028,Canon,1500
HL1001,01,Sao Paulo,20181028,LG,2600
HL1018,01,Guarulhos,20181028,Xiaomi,1200
HL1005,02,Sao Paulo,20181028,Canon,1500
HL1015,05,Sao Paulo,20181028,Sony,700
HL1007,01,Salvador,20181029,Dell,2300
HL1015,02,Rio de Janeiro,20181029,Sony,700
HL1021,05,Salvador,20181029,Samsung,3000
HL1023,02,Curitiba,20181029,Samsung,1500
HL1007,04,Rio de Janeiro,20181029,Dell,2300
HL1007,03,Fortaleza,20181029,Dell,2300
HL1008,04,Porto Alegre,20181029,Philco,2000
HL1021,01,Rio de Janeiro,20181029,Samsung,3000
HL1018,02,Fortaleza,20181029,Xiaomi,1200
HL1021,04,Sao Paulo,20181029,Samsung,3000
HL1023,04,Sao Paulo,20181029,Samsung,1500
HL1007,03,Recife,20181029,Dell,2300
HL1012,03,Rio de Janeiro,20181029,Dell,5500
HL1005,03,Goiania,20181029,Canon,1500
HL1017,05,Salvador,20181029,Samsung,5200
HL1005,03,Rio de Janeiro,20181029,Canon,1500
HL1012,05,Curitiba,20181029,Dell,5500
HL1010,05,Campinas,20181029,Apple,1900
HL1005,05,Sao Paulo,20181030,Canon,1500
HL1009,02,Sao Paulo,20181030,Motorola,1400
HL1019,02,Sao Paulo,20181030,Apple,6500
HL1015,05,Curitiba,20181030,Sony,700
HL1021,04,Sao Paulo,20181030,Samsung,3000
HL1001,03,Rio de Janeiro,20181030,LG,2600
HL1009,05,Rio de Janeiro,20181030,Motorola,1400
HL1006,04,Porto Alegre,20181030,Samsung,1400
HL1015,02,Recife,20181030,Sony,700
HL1008,03,Rio de Janeiro,20181030,Philco,2000
HL1009,01,Belo Horizonte,20181030,Motorola,1400
HL1018,03,Sao Paulo,20181030,Xiaomi,1200
HL1005,02,Recife,20181030,Canon,1500
HL1015,03,Fortaleza,20181030,Sony,700
HL1014,04,Curitiba,20181030,Samsung,1100
HL1018,01,Sao Paulo,20181030,Xiaomi,1200
HL1004,05,Sao Paulo,20181030,Apple,1750
HL1001,03,Salvador,20181030,LG,2600
HL1001,03,Recife,20181030,LG,2600
HL1013,05,Salvador,20181030,Nikon,1550
HL1002,04,Curitiba,20181030,Apple,2500
HL1007,05,Curitiba,20181030,Dell,2300
HL1012,01,Salvador,20181030,Dell,5500
HL1023,02,Recife,20181030,Samsung,1500
HL1007,03,Goiania,20181030,Dell,2300
HL1001,02,Sao Paulo,20181030,LG,2600
HL1023,04,Fortaleza,20181030,Samsung,1500
HL1007,02,Fortaleza,20181031,Dell,2300
HL1018,03,Sao Paulo,20181031,Xiaomi,1200
HL1015,05,Fortaleza,20181031,Sony,700
HL1015,03,Recife,20181031,Sony,700
HL1019,02,Rio de Janeiro,20181031,Apple,6500
HL1009,05,Niteroi,20181031,Motorola,1400
HL1007,03,Guarulhos,20181031,Dell,2300
HL1012,02,Sao Paulo,20181031,Dell,5500
HL1020,03,Sao Paulo,20181031,Motorola,1500
HL1018,02,Porto Alegre,20181031,Xiaomi,1200
HL1015,04,Belo Horizonte,20181031,Sony,700
HL1023,05,Recife,20181031,Samsung,1500
HL1006,04,Curitiba,20181031,Samsung,1400
HL1007,05,Recife,20181031,Dell,2300
HL1001,05,Sao Paulo,20181031,LG,2600
HL1001,01,Salvador,20181031,LG,2600
HL1015,04,Recife,20181031,Sony,700
HL1005,04,Fortaleza,20181031,Canon,1500
HL1007,02,Recife,20181031,Dell,2300
HL1018,03,Belo Horizonte,20181031,Xiaomi,1200
HL1009,02,Rio de Janeiro,20181031,Motorola,1400
HL1019,03,Sao Paulo,20181031,Apple,6500
HL1005,04,Goiania,20181031,Canon,1500
HL1018,03,Sao Paulo,20181031,Xiaomi,1200
HL1011,01,Recife,20181031,Samsung,2000
HL1015,05,Guarulhos,20181031,Sony,700
HL1018,01,Recife,20181101,Xiaomi,1200
HL1009,02,Curitiba,20181101,Motorola,1400
HL1018,02,Curitiba,20181101,Xiaomi,1200
HL1001,01,Curitiba,20181101,LG,2600
HL1012,05,Rio de Janeiro,20181101,Dell,5500
HL1008,04,Belo Horizonte,20181101,Philco,2000
HL1016,04,Curitiba,20181101,Samsung,1450
HL1018,04,Rio de Janeiro,20181101,Xiaomi,1200
HL1021,02,Sao Paulo,20181101,Samsung,3000
HL1015,04,Rio de Janeiro,20181101,Sony,700
HL1005,05,Belo Horizonte,20181101,Canon,1500
HL1005,05,Recife,20181101,Canon,1500
HL1001,03,Recife,20181101,LG,2600
HL1015,02,Curitiba,20181101,Sony,700
HL1020,05,Sao Paulo,20181101,Motorola,1500
HL1020,02,Rio de Janeiro,20181101,Motorola,1500
HL1001,03,Fortaleza,20181101,LG,2600
HL1008,04,Belo Horizonte,20181101,Philco,2000
HL1015,03,Rio de Janeiro,20181101,Sony,700
HL1007,05,Nova Iguacu,20181101,Dell,2300
HL1019,04,Curitiba,20181101,Apple,6500
HL1024,05,Belo Horizonte,20181101,Acer,2400
HL1013,05,Recife,20181101,Nikon,1550
HL1001,01,Rio de Janeiro,20181101,LG,2600
HL1001,01,Recife,20181101,LG,2600
HL1005,02,Salvador,20181101,Canon,1500
HL1005,03,Recife,20181101,Canon,1500
HL1018,04,Curitiba,20181101,Xiaomi,1200
HL1007,05,Recife,20181101,Dell,2300
HL1020,01,Sao Paulo,20181101,Motorola,1500
HL1005,04,Fortaleza,20181101,Canon,1500
HL1001,04,Guarulhos,20181101,LG,2600
HL1009,05,Porto Alegre,20181101,Motorola,1400
HL1002,01,Sao Paulo,20181101,Apple,2500
HL1003,05,Salvador,20181101,Samsung,4500
HL1015,02,Sao Paulo,20181102,Sony,700
HL1004,05,Salvador,20181102,Apple,1750
HL1013,04,Rio de Janeiro,20181102,Nikon,1550
HL1001,03,Sao Paulo,20181102,LG,2600
HL1013,04,Salvador,20181102,Nikon,1550
HL1007,04,Curitiba,20181102,Dell,2300
HL1010,01,Rio de Janeiro,20181102,Apple,1900
HL1002,01,Rio de Janeiro,20181102,Apple,2500
HL1015,05,Porto Alegre,20181102,Sony,700
HL1009,03,Nova Iguacu,20181102,Motorola,1400
HL1024,01,Porto Alegre,20181102,Acer,2400
HL1024,05,Rio de Janeiro,20181102,Acer,2400
HL1007,01,Rio de Janeiro,20181102,Dell,2300
HL1001,04,Rio de Janeiro,20181102,LG,2600
HL1005,02,Goiania,20181102,Canon,1500
HL1010,01,Belo Horizonte,20181102,Apple,1900
HL1023,04,Goiania,20181102,Samsung,1500
HL1004,05,Campinas,20181102,Apple,1750
HL1009,03,Fortaleza,20181102,Motorola,1400
HL1007,02,Sao Paulo,20181102,Dell,2300
HL1005,01,Fortaleza,20181102,Canon,1500
HL1018,01,Guarulhos,20181102,Xiaomi,1200
HL1021,02,Sao Paulo,20181102,Samsung,3000
HL1009,05,Rio de Janeiro,20181102,Motorola,1400
HL1019,03,Guarulhos,20181102,Apple,6500
HL1020,02,Rio de Janeiro,20181102,Motorola,1500
HL1018,04,Recife,20181102,Xiaomi,1200
HL1008,03,Porto Alegre,20181102,Philco,2000
HL1009,01,Sao Paulo,20181102,Motorola,1400
HL1012,04,Sao Paulo,20181102,Dell,5500
HL1023,03,Campinas,20181102,Samsung,1500
HL1001,05,Porto Alegre,20181102,LG,2600
HL1021,03,Guarulhos,20181102,Samsung,3000
HL1005,05,Sao Paulo,20181102,Canon,1500
HL1012,02,Rio de Janeiro,20181102,Dell,5500
HL1001,02,Rio de Janeiro,20181102,LG,2600
HL1020,01,Fortaleza,20181102,Motorola,1500
HL1011,05,Belo Horizonte,20181102,Samsung,2000
HL1001,02,Curitiba,20181102,LG,2600
HL1008,04,Salvador,20181102,Philco,2000
HL1014,01,Rio de Janeiro,20181102,Samsung,1100
